HS Code,HS Code Label
0721631,U sections
0721632,I sections
0721633,H sections
0721640,"L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more"
0721650,"Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded"
0721661,Obtained from flat-rolled products
0721669,Other
0721691,Cold-formed or cold-finished from flat-rolled products
0721699,Other
0721710,"Not plated or coated, whether or not polished"
0721720,Plated or coated with zinc
0721730,Plated or coated with other base metals
0721790,Other
0721810,Ingots and other primary forms
0721891,Of rectangular (other than square) cross-section
0721899,Other
0721911,Of a thickness exceeding 10 mm
0721912,Of a thickness of 4.75 mm or more but not exceeding 10 mm
0721913,Of a thickness of 3 mm or more but less than 4.75 mm
0721914,Of a thickness of less than 3 mm
0721921,Of a thickness exceeding 10 mm
0721922,Of a thickness of 4.75 mm or more but not exceeding 10 mm
0721923,Of a thickness of 3 mm or more but less than 4.75 mm
0721924,Of a thickness of less than 3 mm
0721931,Of a thickness of 4.75 mm or more
0721932,Of a thickness of 3 mm or more but less than 4.75 mm
0721933,Of a thickness exceeding 1 mm but less than 3 mm
0721934,Of a thickness of 0.5 mm or more but not exceeding 1 mm
0721935,Of a thickness of less than 0.5 mm
0721990,Other
0722011,Of a thickness of 4.75 mm or more
0722012,Of a thickness of less than 4.75 mm
0722020,Not further worked than cold-rolled (cold-reduced)
0722090,Other
0722100,"RS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF STAINLESS STEEL"
0722211,Of circular cross-section
0722219,Other
0722220,"Bars and rods, not further worked than cold-formed or cold-finished"
0722230,Other bars and rods
0722240,"Angles, shapes and sections"
0722300,RE OF STAINLESS STEEL
0722410,Ingots and other primary forms
0722490,Other
0722511,Grain-oriented
0722519,Other
0722530,"Other, not further worked than hot-rolled, in coils"
0722540,"Other, not further worked than hot-rolled, not in coils"
0722550,"Other, not further worked than cold-rolled (cold-reduced)"
0722591,Electrolytically plated or coated with zinc
0722592,Otherwise plated or coated with zinc
0722599,Other
0722611,Grain-oriented
0722619,Other
0722620,Of high speed steel
0722691,Not further worked than hot-rolled
0722692,Not further worked than cold-rolled (cold-reduced)
0722699,Other:
0722710,Of high speed steel
0722720,Of silico-manganese steel
0722790,Other
0722810,"Bars and rods, of high speed steel"
0722820,"Bars and rods, of silico-manganese steel"
0722830,"Other bars and rods, not further worked than hot-rolled, hot-drawn or extruded"
0722840,"Other bars and rods, not further worked than forged"
0722850,"Other bars and rods, not further worked than cold-formed or cold-finished"
0722860,Other bars and rods
0722870,"Angles, shapes and sections"
0722880,Hollow drill bars and rods
0722920,Of silico-manganese steel
0722990,Other:
0730110,Sheet piling
0730120,"Angles, shapes and sections"
0730210,Rails
0730230,"Switch blades, crossing frogs, point rods and other crossing pieces"
0730240,Fish-plates and sole plates
0730290,Other
0730300,"BES, PIPES AND HOLLOW PROFILES, OF CAST IRON"
0730411,Of stainless steel
0730419,Other
0730422,Drill pipe of stainless steel
0730423,Other drill pipe
0730424,"Other, of stainless steel"
0730429,Other
0730431,Cold-drawn or cold-rolled (cold-reduced)
0730439,Other
0730441,Cold-drawn or cold-rolled (cold-reduced)
0730449,Other
0730451,Cold-drawn or cold-rolled (cold-reduced)
0730459,Other
0730490,Other
0730511,Longitudinally submerged arc welded
0730512,"Other, longitudinally welded"
0730519,Other
0730520,Casing of a kind used in drilling for oil or gas
0730531,Longitudinally welded
0730539,Other
0730590,Other
0730611,"Welded, of stainless steel"
0730619,Other
0730621,"Welded, of stainless steel"
0730629,Other
0730630,"Other, welded, of circular cross-section, of iron or non-alloy steel:"
0730640,"Other, welded, of circular cross-section, of stainless steel"
0730650,"Other, welded, of circular cross-section, of other alloy steel"
0730661,Of square or rectangular cross section
0730669,Of other non-circular cross section
0730690,Other
0730711,Of non-malleable cast iron
0730719,Other
0730721,Flanges
0730722,"Threaded elbows, bends and sleeves"
0730723,Butt welding fittings
0730729,Other
0730791,Flanges
0730792,"Threaded elbows, bends and sleeves"
0730793,Butt welding fittings
0730799,Other
0730810,Bridges and bridge-sections
0730820,Towers and lattice masts:
0730830,"Doors, windows and their frames and thresholds for doors"
0730840,"Equipment for scaffolding, shuttering, propping or pit-propping"
0730890,Other
0730900,"SERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF IRON OR STEEL, OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT"
0731010,Of a capacity of 50 L or more
0731021,Cans which are to be closed by soldering or crimping
0731029,Other
0731100,"NTAINERS FOR COMPRESSED OR LIQUEFIED GAS, OF IRON OR STEEL"
0731210,"Stranded wire, ropes and cables"
0731290,Other
0731300,"RBED WIRE OF IRON OR STEEL; TWISTED HOOP OR SINGLE FLAT WIRE, BARBED OR NOT AND LOOSELY TWISTED DOUBLE WIRE, OF A KIND USED FOR FENCING, OF IRON OR STEEL"
0731412,"Endless bands for machinery, of stainless steel"
0731414,"Other woven cloth, of stainless steel"
0731419,Other
0731420,"Grill, netting and fencing, welded at the intersection, of wire with a maximum cross-sectional dimension of 3 mm or more and having a mesh size of 100 square centimetres or more"
0731431,Plated or coated with zinc
0731439,Other
0731441,Plated or coated with zinc
0731442,Coated with plastics
0731449,Other
0731450,Expanded metal
0731511,Roller chain
0731512,Other chain
0731519,Parts
0731520,Skid chain
0731581,Stud-link
0731582,"Other, welded link"
0731589,Other
0731590,Other parts
0731600,"CHORS, GRAPNELS AND PARTS THEREOF, OF IRON OR STEEL"
0731700,"ILS, TACKS, DRAWING PINS, CORRUGATED NAILS, STAPLES (OTHER THAN THOSE OF 8305) AND SIMILAR ARTICLES, OF IRON OR STEEL, WHETHER OR NOT WITH HEADS OF OTHER MATERIAL, BUT EXCLUDING SUCH ARTICLES WITH HEADS OF COPPER"
0731811,Coach screws
0731812,Other wood screws
0731813,Screw hooks and screw rings
0731814,Self-tapping screws
0731815,"Other screws and bolts, whether or not with their nuts or washers"
0731816,Nuts
0731819,Other
0731821,Spring washers and other lock washers
0731822,Other washers
0731823,Rivets
0731824,Cotters and cotter-pins
0731829,Other
0731940,Safety pins and other pins
0731990,Other
0732010,Leaf-springs and leaves therefor
0732020,Helical springs
0732090,Other
0732111,For gas fuel or for both gas and other fuels
0732112,For liquid fuel
0732119,"Other, including appliances for solid fuel"
0732181,For gas fuel or for both gas and other fuels
0732182,For liquid fuel
0732189,"Other, including appliances for solid fuel"
0732190,Parts
0732211,Of cast iron
0732219,Other
0732290,Other
0732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like"
0732391,"Of cast iron, not enamelled"
0732392,"Of cast iron, enamelled"
0732393,Of stainless steel
0732394,"Of iron (other than cast iron) or steel, enamelled"
0732399,Other
0732410,"Sinks and wash basins, of stainless steel"
0732421,"Of cast iron, whether or not enamelled"
0732429,Other
0732490,"Other, including parts"
0732510,Of non-malleable cast iron
0732591,Grinding balls and similar articles for mills
0732599,Other
0732611,Grinding balls and similar articles for mills
0732619,Other
0732620,Articles of iron or steel wire
0732690,Other:
0740100,PPER MATTES; CEMENT COPPER (PRECIPITATED COPPER)
0740200,REFINED COPPER; COPPER ANODES FOR ELECTROLYTIC REFINING
0740311,Cathodes and sections of cathodes
0740312,Wire-bars
0740313,Billets
0740319,Other
0740321,Copper-zinc base alloys (brass)
0740322,Copper-tin base alloys (bronze)
0740329,Other copper alloys (other than master alloys of 7405)
0740400,PPER WASTE AND SCRAP
0740500,STER ALLOYS OF COPPER
0740610,Powders of non-lamellar structure
0740620,Powders of lamellar structure; flakes
0740710,Of refined copper
0740721,Of copper-zinc base alloys (brass)
0740729,Other
0740811,Of which the maximum cross-sectional dimension exceeds 6 mm
0740819,Other
0740821,Of copper-zinc base alloys (brass)
0740822,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)
0740829,Other
0740911,In coils
0740919,Other
0740921,In coils
0740929,Other
0740931,In coils
0740939,Other
0740940,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)
0740990,Of other copper alloys
0741011,Of refined copper
0741012,Of copper alloys
0741021,Of refined copper
0741022,Of copper alloys
0741110,Of refined copper
0741121,Of copper-zinc base alloys (brass)
0741122,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)
0741129,Other
0741210,Of refined copper
0741220,Of copper alloys
0741300,"RANDED WIRE, CABLES, PLAITED BANDS AND THE LIKE, OF COPPER, NOT ELECTRICALLY INSULATED"
0741510,"Nails and tacks, drawing pins, staples and similar articles"
0741521,Washers (including spring washers)
0741529,Other
0741533,Screws; bolts and nuts
0741539,Other
0741810,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like"
0741820,Sanitary ware and parts thereof
0741910,Chain and parts thereof
0741991,"Cast, moulded, stamped or forged, but not further worked"
0741999,Other
0750110,Nickel mattes
0750120,Nickel oxide sinters and other intermediate products of nickel metallurgy
0750210,"Nickel, not alloyed"
0750220,Nickel alloys
0750300,CKEL WASTE AND SCRAP
0750400,CKEL POWDERS AND FLAKES
0750511,"Of nickel, not alloyed"
0750512,Of nickel alloys
0750521,"Of nickel, not alloyed"
0750522,Of nickel alloys
0750610,"Of nickel, not alloyed"
0750620,Of nickel alloys
0750711,"Of nickel, not alloyed"
0750712,Of nickel alloys
0750720,Tube or pipe fittings
0750810,"Cloth, grill and netting, of nickel wire"
0750890,Other
0760110,"Aluminium, not alloyed"
0760120,Aluminium alloys
0760200,UMINIUM WASTE AND SCRAP:
0760310,Powders of non-lamellar structure
0760320,Powders of lamellar structure; flakes
0760410,"Of aluminium, not alloyed"
0760421,Hollow profiles
0760429,Other
0760511,Of which the maximum cross-sectional dimension exceeds 7 mm
0760519,Other
0760521,Of which the maximum cross-sectional dimension exceeds 7 mm
0760529,Other
0760611,"Of aluminium, not alloyed"
0760612,Of aluminium alloys
0760691,"Of aluminium, not alloyed"
0760692,Of aluminium alloys
0760711,Rolled but not further worked
0760719,Other
0760720,Backed
0760810,"Of aluminium, not alloyed"
0760820,Of aluminium alloys
0760900,"UMINIUM TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOWS, SLEEVES)"
0761010,"Doors, windows and their frames and thresholds for doors"
0761090,Other
0761100,"UMINIUM RESERVOIRS, TANKS, VATS AND SIMILAR CONTAINERS, FOR ANY MATERIAL (OTHER THAN COMPRESSED OR LIQUEFIED GAS), OF A CAPACITY EXCEEDING 300 L, WHETHER OR NOT LINED OR HEAT-INSULATED, BUT NOT FITTED WITH MECHANICAL OR THERMAL EQUIPMENT"
0761210,Collapsible tubular containers
0761290,Other
0761300,UMINIUM CONTAINERS FOR COMPRESSED OR LIQUEFIED GAS
0761410,With steel core
0761490,Other
0761510,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like"
0761520,Sanitary ware and parts thereof
0761610,"Nails, tacks, staples (other than those of 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles"
0761691,"Cloth, grill, netting and fencing, of aluminium wire"
0761699,Other
0780110,Refined lead
0780191,Containing by weight antimony as the principal other element
0780199,Other
0780200,AD WASTE AND SCRAP
0780411,"Sheets, strip and foil of a thickness (excluding any backing) not exceeding 0.2mm"
0780419,Other
0780420,Powders and flakes
0780600,HER ARTICLES OF LEAD
0790111,Containing by weight 99.99% or more of zinc
0790112,Containing by weight less than 99.99% of zinc
0790120,Zinc alloys
0790200,NC WASTE AND SCRAP
0790310,Zinc dust
0790390,Other
0790400,"NC BARS, RODS, PROFILES AND WIRE"
0790500,"NC PLATES, SHEETS, STRIP AND FOIL"
0790700,HER ARTICLES OF ZINC
0800110,"Tin, not alloyed"
0800120,Tin alloys
0800200,N WASTE AND SCRAP
0800300,"N BARS, RODS, PROFILES AND WIRE"
0800700,HER ARTICLES OF TIN
0810110,Powders
0810194,"Unwrought tungsten, including bars and rods obtained simply by sintering"
0810196,Wire
0810197,Waste and scrap
0810199,Other
0810210,Powders
0810294,"Unwrought molybdenum, including bars and rods obtained simply by sintering"
0810295,"Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil"
0810296,Wire
0810297,Waste and scrap
0810299,Other
0810320,"Unwrought tantalum, including bars and rods obtained simply by sintering; powders"
0810330,Waste and scrap
0810390,Other
0810411,Containing at least 99.8% by weight of magnesium
0810419,Other
0810420,Waste and scrap
0810430,"Raspings, turnings and granules, graded according to size; powders"
0810490,Other
0810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders
0810530,Waste and scrap
0810590,Other
0810600,"SMUTH AND ARTICLES THEREOF, INCLUDING WASTE AND SCRAP"
0810720,Unwrought cadmium; powders
0810730,Waste and scrap
0810790,Other
0810820,Unwrought titanium; powders
