HS Code,HS Code Label
0843699,Other
0843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables"
0843780,Other machinery
0843790,Parts
0843810,"Bakery machinery and machinery for the manufacture of macaroni, spaghetti or similar products"
0843820,"Machinery for the manufacture of confectionery, cocoa or chocolate"
0843830,Machinery for sugar manufacture
0843840,Brewery machinery
0843850,Machinery for the preparation of meat or poultry
0843860,"Machinery for the preparation of fruits, nuts or vegetables"
0843880,Other machinery
0843890,Parts
0843910,Machinery for making pulp of fibrous cellulosic material
0843920,Machinery for making paper or paperboard
0843930,Machinery for finishing paper or paperboard
0843991,Of machinery for making pulp of fibrous cellulosic material
0843999,Other
0844010,Machinery
0844090,Parts
0844110,Cutting machines
0844120,"Machines for making bags, sacks or envelopes"
0844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers, other than by moulding"
0844140,"Machines for moulding articles in paper pulp, paper or paperboard"
0844180,Other machinery
0844190,Parts
0844230,"Machinery, apparatus and equipment"
0844240,"Parts of the foregoing machinery, apparatus or equipment"
0844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, prepared for printing purposes (for example, planed, grained or polished)"
0844311,"Offset printing machinery, reel-fed"
0844312,"Offset printing machinery, sheet-fed, office type (using sheets with one side not exceeding 22cm and the other side not exceeding 36cm in the unfolded state)"
0844313,Other offset printing machinery
0844314,"Letterpress printing machinery, reel fed, excluding flexographic printing"
0844315,"Letterpress printing machinery, other than reel fed, excluding flexographic printing"
0844316,Flexographic printing machinery
0844317,Gravure printing machinery
0844319,Other
0844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network"
0844332,"Other, capable of connecting to an automatic data processing machine or to a network"
0844339,Other
0844391,"Parts and accessories of printing machinery used for printing by means of plates, cylinders and other printing components of 8442"
0844399,Other
0844400,"CHINES FOR EXTRUDING, DRAWING, TEXTURING OR CUTTING MAN-MADE TEXTILE MATERIALS"
0844511,Carding machines
0844512,Combing machines
0844513,Drawing or roving machines
0844519,Other
0844520,Textile spinning machines
0844530,Textile doubling or twisting machines
0844540,Textile winding (including weft-winding) or reeling machines
0844590,Other
0844610,For weaving fabrics of a width not exceeding 30 cm
0844621,Power looms
0844629,Other
0844630,"For weaving fabrics of a width exceeding 30 cm, shuttleless type"
0844711,With cylinder diameter not exceeding 165 mm
0844712,With cylinder diameter exceeding 165 mm
0844720,Flat knitting machines; stitch-bonding machines
0844790,Other
0844811,"Dobbies and Jacquards; card reducing, copying, punching or assembling machines for use therewith"
0844819,Other
0844820,Parts and accessories of machines of 8444 or of their auxiliary machinery
0844831,Card clothing
0844832,"Of machines for preparing textile fibres, other than card clothing"
0844833,"Spindles, spindle flyers, spinning rings and ring travellers"
0844839,Other
0844842,"Reeds for looms, healds and heald-frames"
0844849,Other
0844851,"Sinkers, needles and other articles used in forming stitches"
0844859,Other
0844900,"CHINERY FOR THE MANUFACTURE OR FINISHING OF FELT OR NONWOVENS IN THE PIECE OR IN SHAPES, INCLUDING MACHINERY FOR MAKING FELT HATS; BLOCKS FOR MAKING HATS"
0845011,Fully-automatic machines
0845012,"Other machines, with built-in centrifugal drier"
0845019,Other
0845020,"Machines, each of a dry linen capacity exceeding 10 kg"
0845090,Parts
0845110,Dry-cleaning machines
0845121,Each of a dry linen capacity not exceeding 10 kg
0845129,Other
0845130,Ironing machines and presses (including fusing presses)
0845140,"Washing, bleaching or dyeing machines"
0845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics"
0845180,Other machinery
0845190,Parts
0845210,Sewing machines of the household type
0845221,Automatic units
0845229,Other
0845230,Sewing machine needles
0845290,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines"
0845310,"Machinery for preparing, tanning or working hides, skins or leather"
0845320,Machinery for making or repairing footwear
0845380,Other machinery
0845390,Parts
0845410,Converters
0845420,Ingot moulds and ladles
0845430,Casting machines
0845490,Parts
0845510,Tube mills
0845521,Hot or combination hot and cold
0845522,Cold
0845530,Rolls for rolling mills
0845590,Other parts
0845610,Operated by laser or other light or photon beam processes
0845620,Operated by ultra-sonic processes
0845630,Operated by electro-discharge processes
0845690,Other
0845710,Machining centres
0845720,Unit construction machines (single station)
0845730,Multi-station transfer machines
0845811,Numerically controlled
0845819,Other
0845891,Numerically controlled
0845899,Other
0845910,Way-type unit head machines
0845921,Numerically controlled
0845929,Other
0845931,Numerically controlled
0845939,Other
0845940,Other boring machines
0845951,Numerically controlled
0845959,Other
0845961,Numerically controlled
0845969,Other
0845970,Other threading or tapping machines
0846011,Numerically controlled
0846019,Other
0846021,Numerically controlled
0846029,Other
0846031,Numerically controlled
0846039,Other
0846040,Honing or lapping machines
0846090,Other
0846120,Shaping or slotting machines
0846130,Broaching machines
0846140,"Gear cutting, gear grinding or gear finishing machines"
0846150,Sawing or cutting-off machines
0846190,Other
0846210,Forging or die-stamping machines (including presses) and hammers
0846221,Numerically controlled
0846229,Other
0846231,Numerically controlled
0846239,Other
0846241,Numerically controlled
0846249,Other
0846291,Hydraulic presses
0846299,Other
0846310,"Draw-benches for bars, tubes, profiles, wire or the like"
0846320,Thread rolling machines
0846330,Machines for working wire
0846390,Other
0846410,Sawing machines
0846420,Grinding or polishing machines
0846490,Other
0846510,Machines which can carry out different types of machining operations without tool change between such operations
0846591,Sawing machines
0846592,"Planing, milling or moulding (by cutting) machines"
0846593,"Grinding, sanding or polishing machines"
0846594,Bending or assembling machines
0846595,Drilling or morticing machines
0846596,"Splitting, slicing or paring machines"
0846599,Other
0846610,Tool holders and self-opening dieheads
0846620,Work holders
0846630,Dividing heads and other special attachments for machine-tools
0846691,For machines of 8464
0846692,For machines of 8465
0846693,For machines of 8456 to 8461
0846694,For machines of 8462 or 8463
0846711,Rotary type (including combined rotary-percussion)
0846719,Other
0846721,Drills of all kinds
0846722,Saws
0846729,Other
0846781,Chain saws
0846789,Other
0846791,Of chain saws
0846792,Of pneumatic tools
0846799,Other
0846810,Hand-held blow pipes
0846820,Other gas-operated machinery and apparatus
0846880,Other machinery and apparatus
0846890,Parts
0846900,PEWRITERS OTHER THAN PRINTERS OF 8443; WORD-PROCESSING MACHINES
0847010,"Electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions"
0847021,Incorporating a printing device
0847029,Other
0847030,Other calculating machines
0847050,Cash registers
0847090,Other
0847130,"Portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display"
0847141,"Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined"
0847149,"Other, presented in the form of systems"
0847150,"Processing units other than those of 8471.41 or 8471.49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units, output units"
0847160,"Input or output units, whether or not containing storage units in the same housing"
0847170,Storage units
0847180,Other units of automatic data processing machines
0847190,Other
0847210,Duplicating machines
0847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps"
0847290,Other
0847310,Parts and accessories of the machines of 8469
0847321,"Of the electronic calculating machines of 8470.10, 8470.21 or 8470.29"
0847329,Other
0847330,Parts and accessories of the machines of 8471
0847340,Parts and accessories of the machines of 8472
0847350,Parts and accessories equally suitable for use with machines of two or more of 8469 to 8472
0847410,"Sorting, screening, separating or washing machines"
0847420,Crushing or grinding machines
0847431,Concrete or mortar mixers
0847432,Machines for mixing mineral substances with bitumen
0847439,Other
0847480,Other machinery
0847490,Parts
0847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes"
0847521,Machines for making optical fibres and preforms thereof
0847529,Other
0847590,Parts
0847621,Incorporating heating or refrigerating devices
0847629,Other
0847681,Incorporating heating or refrigerating devices
0847689,Other
0847690,Parts
0847710,Injection-moulding machines
0847720,Extruders
0847730,Blow moulding machines
0847740,Vacuum moulding machines and other thermoforming machines
0847751,For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes
0847759,Other
0847780,Other machinery
0847790,Parts
0847810,Machinery
0847890,Parts
0847910,"Machinery for public works, building or the like"
0847920,Machinery for the extraction or preparation of animal or fixed vegetable fats or oils
0847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork
0847940,Rope or cable-making machines
0847950,"Industrial robots, not elsewhere specified or included"
0847960,Evaporative air coolers
0847971,Of a kind used in airports
0847979,Other
0847981,"For treating metal, including electric wire-coil winders"
0847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines"
0847989,Other
0847990,Parts
0848010,Moulding boxes for metal foundry
0848020,Mould bases
0848030,Moulding patterns
0848041,Injection or compression types
0848049,Other
0848050,Moulds for glass
0848060,Moulds for mineral materials
0848071,Injection or compression types
0848079,Other
0848110,Pressure-reducing valves
0848120,Valves for oleohydraulic or pneumatic transmissions
0848130,Check (nonreturn) valves
0848140,Safety or relief valves
0848180,Other appliances
0848190,Parts
0848210,Ball bearings
0848220,"Tapered roller bearings, including cone and tapered roller assemblies"
0848230,Spherical roller bearings
0848240,Needle roller bearings
0848250,Other cylindrical roller bearings
0848280,"Other, including combined ball/roller bearings"
0848291,"Balls, needles and rollers"
0848299,Other
0848310,Transmission shafts (including cam shafts and crank shafts) and cranks
0848320,"Bearing housings, incorporating ball or roller bearings"
0848330,"Bearing housings, not incorporating ball or roller bearings; plain shaft bearings"
0848340,"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball or roller screws; gear boxes and other speed changers, including torque converters"
0848350,"Flywheels and pulleys, including pulley blocks"
0848360,Clutches and shaft couplings (including universal joints)
0848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts"
0848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal
0848420,Mechanical seals
0848490,Other
0848610,Machines and apparatus for the manufacture of boules or wafers
0848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits
0848630,Machines and apparatus for the manufacture of flat panel displays
0848640,Machines and apparatus specified in Note 9 (C) to this Chapter
0848690,Parts and accessories
0848710,Ships' or boats' propellers and blades therefor
0848790,Other
0850110,Motors of an output not exceeding 37.5 W
0850120,Universal AC/DC motors of an output exceeding 37.5 W
0850131,Of an output not exceeding 750 W
0850132,Of an output exceeding 750 W but not exceeding 75 kW
0850133,Of an output exceeding 75 kW but not exceeding 375 kW
0850134,Of an output exceeding 375 kW
0850140,"Other AC motors, single-phase"
0850151,Of an output not exceeding 750 W
0850152,Of an output exceeding 750 W but not exceeding 75 kW
0850153,Of an output exceeding 75 kW
0850161,Of an output not exceeding 75 kVA
0850162,Of an output exceeding 75 kVA but not exceeding 375 kVA
0850163,Of an output exceeding 375 kVA but not exceeding 750 kVA
0850164,Of an output exceeding 750 kVA
0850211,Of an output not exceeding 75 kVA
0850212,Of an output exceeding 75 kVA but not exceeding 375 kVA
0850213,Of an output exceeding 375 kVA
0850220,Generating sets with spark-ignition internal combustion piston engines
0850231,Wind-powered
0850239,Other
0850240,Electric rotary converters
0850300,RTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF 8501 OR 8502:
0850410,Ballasts for discharge lamps or tubes
0850421,Having a power handling capacity not exceeding 650 kVA
0850422,"Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA"
0850423,"Having a power handling capacity exceeding 10,000 kVA"
0850431,Having a power handling capacity not exceeding 1 kVA
0850432,Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA
0850433,Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA
0850434,Having a power handling capacity exceeding 500 kVA
0850440,Static converters
0850450,Other inductors
0850490,Parts
0850511,Of metal
0850519,Other
0850520,"Electro-magnetic couplings, clutches and brakes"
0850590,"Other, including parts"
0850610,Manganese dioxide
0850630,Mercuric oxide
0850640,Silver oxide
0850650,Lithium
0850660,Air-zinc
0850680,Other primary cells and primary batteries
0850690,Parts
0850710,"Lead-acid, of a kind used for starting piston engines"
0850720,Other lead-acid accumulators
0850730,Nickel-cadmium
0850740,Nickel-iron
0850750,Nickel-metal hydride
0850760,Lithium-ion
0850780,Other accumulators
0850790,Parts
0850811,"Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 L"
0850819,Other
0850860,Other vacuum cleaners
0850870,Parts
0850940,Food grinders and mixers; fruit or vegetable juice extractors
0850980,Other appliances
0850990,Parts
0851010,Shavers
0851020,Hair clippers
0851030,Hair-removing appliances
0851090,Parts
0851110,Sparking plugs
0851120,Ignition magnetos; magneto-dynamos magnetic flywheels
0851130,Distributors; ignition coils
0851140,Starter motors and dual purpose starter-generators
0851150,Other generators
0851180,Other equipment
0851190,Parts
0851210,Lighting or visual signalling equipment of a kind used on bicycles
0851220,Other lighting or visual signalling equipment
0851230,Sound signalling equipment
0851240,"Windscreen wipers, defrosters and demisters"
0851290,Parts
0851310,Lamps
0851390,Parts
0851410,Resistance heated furnaces and ovens
0851420,Furnaces and ovens functioning by induction or dielectric loss
0851430,Other furnaces and ovens
0851440,Other equipment for the heat treatment of materials by induction or dielectric loss
0851490,Parts
0851511,Soldering irons and guns
0851519,Other
0851521,Fully or partly automatic
0851529,Other
0851531,Fully or partly automatic
0851539,Other
0851580,Other machines and apparatus
0851590,Parts
0851610,Electric instantaneous or storage water heaters and immersion heaters:
0851621,Storage heating radiators
0851629,Other
0851631,Hair dryers
0851632,Other hair-dressing apparatus
0851633,Hand-drying apparatus
0851640,Electric smoothing irons
0851650,Microwave ovens
0851660,"Other ovens; cookers, cooking plates, boiling rings, grillers and roasters"
0851671,Coffee or tea makers
0851672,Toasters
0851679,Other
0851680,Electric heating resistors
0851690,Parts
0851711,Line telephone sets with cordless handsets
0851712,Telephones for cellular networks or for other wireless networks
0851718,Other
0851761,Base stations:
0851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus"
0851769,Other
0851770,Parts:
0851810,Microphones and stands therefor:
0851821,"Single loudspeakers, mounted in their enclosures"
0851822,"Multiple loudspeakers, mounted in the same enclosure"
0851829,Other
0851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers"
0851840,Audio-frequency electric amplifiers
0851850,Electric sound amplifier sets
0851890,Parts
0851920,"Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment"
0851930,Turntables (record-decks)
0851950,Telephone answering machines
0851981,"Using magnetic, optical or semiconductor media:"
0851989,Other
0852110,Magnetic tape-type
0852190,Other
0852210,Pick-up cartridges
0852290,Other
0852321,Cards incorporating a magnetic stripe
0852329,Other:
0852341,Unrecorded
0852349,Other:
0852351,Solid-state non-volatile storage devices
0852352,Smart cards
0852359,Other
0852380,Other
0852550,Transmission apparatus
0852560,Transmission apparatus incorporating reception apparatus
0852580,"Television cameras, digital cameras and video camera recorders:"
0852610,Radar apparatus
0852691,Radio navigational aid apparatus
0852692,Radio remote control apparatus
0852712,Pocket-size radio cassette players
0852713,Other apparatus combined with sound recording or reproducing apparatus
0852719,Other
0852721,Combined with sound recording or reproducing apparatus
0852729,Other
0852791,Combined with sound recording or reproducing apparatus
0852792,Not combined with sound recording or reproducing apparatus but combined with a clock
0852799,Other
0852841,Of a kind solely or principally used in an automatic data processing system of 8471
0852849,Other
0852851,Of a kind solely or principally used in an automatic data processing system of 8471
0852859,Other
0852861,Of a kind solely or principally used in an automatic data processing system of 8471
0852869,Other
0852871,Not designed to incorporate a video display or screen
0852872,"Other, colour"
0852873,"Other, monochrome"
0852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith
0852990,Other:
0853010,Equipment for railways or tramways
0853080,Other equipment
0853090,Parts
0853110,Burglar or fire alarms and similar apparatus
0853120,Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED)
0853180,Other apparatus
0853190,Parts
0853210,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors)
0853221,Tantalum
0853222,Aluminium electrolytic
0853223,"Ceramic dielectric, single layer"
0853224,"Ceramic dielectric, multilayer"
0853225,Dielectric of paper or plastics
0853229,Other
0853230,Variable or adjustable (pre-set) capacitors
0853290,Parts
0853310,"Fixed carbon resistors, composition or film types"
0853321,For a power handling capacity not exceeding 20 W
0853329,Other
0853331,For a power handling capacity not exceeding 20 W
0853339,Other
0853340,"Other variable resistors, including rheostats and potentiometers"
0853390,Parts
0853400,INTED CIRCUITS
0853510,Fuses
0853521,For a voltage of less than 72.5 kV
0853529,Other
0853530,Isolating switches and make-and-break switches
0853540,"Lightning arresters, voltage limiters and surge suppressors"
0853590,Other
0853610,Fuses
0853620,Automatic circuit breakers
0853630,Other apparatus for protecting electrical circuits
0853641,For a voltage not exceeding 60 V
0853649,Other
0853650,Other switches
0853661,Lampholders
0853669,Other
0853670,"Connectors for optical fibres, optical fibre bundles or cables"
0853690,Other apparatus
0853710,"For a voltage not exceeding 1,000 V"
0853720,"For a voltage exceeding 1,000 V"
0853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of 8537, not equipped with their apparatus"
0853890,Other:
0853910,Sealed beam lamp units
0853921,Tungsten halogen
0853922,"Other, of a power not exceeding 200 W and for a voltage exceeding 100 V"
0853929,Other
0853931,"Fluorescent, hot cathode"
0853932,Mercury or sodium vapour lamps; metal halide lamps
0853939,Other
0853941,Arc-lamps
0853949,Other
0853990,Parts
0854011,Colour
0854012,Monochrome
0854020,Television camera tubes; image converters and intensifiers; other photo-cathode tubes
0854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm"
0854060,Other cathode-ray tubes
0854071,Magnetrons
0854079,Other
0854081,Receiver or amplifier valves and tubes
0854089,Other
0854091,Of cathode-ray tubes
0854099,Other
0854110,"Diodes, other than photosensitive or light emitting diodes"
0854121,With a dissipation rate of less than 1 W
0854129,Other
0854130,"Thyristors, diacs and triacs, other than photosensitive devices"
0854140,"Photosensitive semi-conductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes"
0854150,Other semi-conductor devices
0854160,Mounted piezo-electric crystals
0854190,Parts
0854231,"Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits:"
0854232,Memories
0854233,Amplifiers
0854239,Other:
0854290,Parts
0854310,Particle accelerators
0854320,Signal generators
0854330,"Machines and apparatus for electro-plating, electrolysis or electro-phoresis"
0854370,Other machines and apparatus
0854390,Parts:
0854411,Of copper
0854419,Other
0854420,Co-axial cable and other co-axial electric conductors:
0854430,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
0854442,Fitted with connectors:
0854449,Other:
0854460,"Other electric conductors, for a voltage exceeding 1,000 V"
0854470,Optical fibre cables
0854511,Of a kind used for furnaces
0854519,Other
0854520,Brushes
0854590,Other
0854610,Of glass
0854620,Of ceramics
0854690,Other
0854710,Insulating fittings of ceramics
0854720,Insulating fittings of plastics
0854790,Other
0854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators"
0854890,Other
0860110,Powered from an external source of electricity
0860120,Powered by electric accumulators
0860210,Diesel-electric locomotives
0860290,Other
0860310,Powered from an external source of electricity
0860390,Other
0860400,"ILWAY OR TRAMWAY MAINTENANCE OR SERVICE VEHICLES, WHETHER OR NOT SELF- PROPELLED (FOR EXAMPLE, WORKSHOPS, CRANES, BALLAST TAMPERS, TRACKLINERS, TESTING COACHES AND TRACK INSPECTION VEHICLES)"
0860500,"ILWAY OR TRAMWAY PASSENGER COACHES, NOT SELF-PROPELLED; LUGGAGE VANS, POST OFFICE COACHES AND OTHER SPECIAL PURPOSE RAILWAY OR TRAMWAY COACHES, NOT SELF-PROPELLED (EXCLUDING THOSE OF 8604)"
0860610,Tank wagons and the like
0860630,"Self-discharging vans and wagons, other than those of 8606.10"
0860691,Covered and closed
0860692,"Open, with non-removable sides of a height exceeding 60 cm"
0860699,Other
0860711,Driving bogies and bissel-bogies
0860712,Other bogies and bissel-bogies
0860719,"Other, including parts"
0860721,Air brakes and parts thereof
0860729,Other
0860730,"Hooks and other coupling devices, buffers, and parts thereof"
0860791,Of locomotives
0860799,Other
0860800,"ILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS; MECHANICAL (INCLUDING ELECTRO-MECHANICAL) SIGNALLING, SAFETY OR TRAFFIC CONTROL EQUIPMENT FOR RAILWAYS, TRAMWAYS, ROADS, INLAND WATERWAYS, PARKING FACILITIES, PORT INSTALLATIONS OR AIRFIELDS; PARTS OF THE FOREGOING"
0860900,NTAINERS (INCLUDING CONTAINERS FOR THE TRANSPORT OF FLUIDS) SPECIALLY DESIGNED AND EQUIPPED FOR CARRIAGE BY ONE OR MORE MODES OF TRANSPORT
0870110,Pedestrian controlled tractors
0870120,Road tractors for semi-trailers
0870130,Track-laying tractors
0870190,Other
0870210,With compression-ignition internal combustion piston engine (diesel or semi-diesel)
0870290,Other
0870310,Vehicles specially designed for travelling on snow; golf cars and similar vehicles
0870321,"Of a cylinder capacity not exceeding 1,000 cubic centimetres"
0870322,"Of a cylinder capacity exceeding 1,000 cubic centimetres but not exceeding 1,500 cubic centimetres"
0870323,"Of a cylinder capacity exceeding 1,500 cubic centimetres but not exceeding 3,000 cubic centimetres:"
0870324,"Of a cylinder capacity exceeding 3,000 cubic centimetres:"
0870331,"Of a cylinder capacity not exceeding 1,500 cubic centimetres"
0870332,"Of a cylinder capacity exceeding 1,500 cubic centimetres but not exceeding 2,500 cubic centimetres"
0870333,"Of a cylinder capacity exceeding 2,500 cubic centimetres:"
0870390,Other:
0870410,Dumpers designed for off-highway use:
0870421,g.v.w. not exceeding 5 tonnes:
0870422,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes:
0870423,g.v.w. exceeding 20 tonnes:
0870431,g.v.w. not exceeding 5 tonnes:
0870432,g.v.w. exceeding 5 tonnes
0870490,Other
0870510,Crane lorries
0870520,Mobile drilling derricks:
0870530,Fire fighting vehicles
0870540,Concrete mixer lorries
0870590,Other:
0870600,"ASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF 8701 TO 8705"
0870710,For the vehicles of 8703
0870790,Other
0870810,Bumpers and parts thereof
0870821,Safety seat belts
0870829,Other
0870830,Brakes and servo-brakes; parts thereof
0870840,Gear boxes and parts thereof
0870850,"Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof "
0870870,Road wheels and parts and accessories thereof
0870880,Suspension systems and parts thereof (including shock-absorbers)
0870891,Radiators and parts thereof
0870892,Silencers (mufflers) and exhaust pipes; parts thereof
0870893,Clutches and parts thereof
0870894,"Steering wheels, sterring columns and steering boxes; parts thereof"
0870895,Safety airbags with inflater system; parts thereof
0870899,Other:
0870911,Electrical
0870919,Other
0870990,Parts
0871000,"NKS AND OTHER ARMOURED FIGHTING VEHICLES, MOTORISED, WHETHER OR NOT FITTED WITH WEAPONS, AND PARTS OF SUCH VEHICLES"
0871110,With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cubic centimetres
0871120,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cubic centimetres but not exceeding 250 cubic centimetres
0871130,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cubic centimetres but not exceeding 500 cubic centimetres
0871140,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cubic centimetres but not exceeding 800 cubic centimetres
0871150,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cubic centimetres
0871190,Other
0871200,"CYCLES AND OTHER CYCLES (INCLUDING DELIVERY TRICYCLES), NOT MOTORISED"
0871310,Not mechanically propelled
0871390,Other
0871410,Of motorcycles (including mopeds)
0871420,Of carriages for disabled persons
0871491,"Frames and forks, and parts thereof"
0871492,Wheel rims and spokes
0871493,"Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels"
0871494,"Brakes, including coaster braking hubs and hub brakes, and parts thereof"
0871495,Saddles
0871496,"Pedals and crank-gear, and parts thereof"
0871499,Other
0871500,BY CARRIAGES AND PARTS THEREOF
0871610,"Trailers and semi-trailers of the caravan type, for housing or camping"
0871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes
0871631,Tanker trailers and tanker semi-trailers
0871639,Other
0871640,Other trailers and semi-trailers
0871680,Other vehicles
0871690,Parts
0880100,"LLOONS AND DIRIGIBLES; GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT"
0880211,"Of an unladen weight not exceeding 2,000 kg"
0880212,"Of an unladen weight exceeding 2,000 kg"
0880220,"Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg:"
0880230,"Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg:"
0880240,"Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg:"
0880260,Spacecraft (including satellites) and suborbital and spacecraft launch vehicles
0880310,Propellers and rotors and parts thereof
0880320,Under-carriages and parts thereof
0880330,Other parts of aeroplanes or helicopters
0880390,Other
0880400,RACHUTES (INCLUDING DIRIGIBLE PARACHUTES AND PARAGLIDERS) AND ROTOCHUTES; PARTS THEREOF AND ACCESSORIES THEREOF
0880510,Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof
0880521,Air combat simulators and parts thereof
0880529,Other
0890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds"
0890120,Tankers
0890130,"Refrigerated vessels, other than those of 8901.20"
0890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods
0890200,SHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS
0890310,Inflatable
0890391,"Sailboats, with or without auxiliary motor"
0890392,"Motorboats, other than outboard motorboats:"
0890399,Other:
0890400,GS AND PUSHER CRAFT
0890510,Dredgers
0890520,Floating or submersible drilling or production platforms
0890590,Other
0890610,Warships
0890690,Other
0890710,Inflatable rafts
0890790,Other
0890800,SSELS AND OTHER FLOATING STRUCTURES FOR BREAKING UP
0900110,"Optical fibres, optical fibre bundles and cables"
0900120,Sheets and plates of polarising material
0900130,Contact lenses
0900140,Spectacle lenses of glass
0900150,Spectacle lenses of other materials
0900190,Other
0900211,"For cameras, projectors or photographic enlargers or reducers"
0900219,Other
0900220,Filters
0900290,Other
0900311,Of plastics
0900319,Of other materials
0900390,Parts
0900410,Sunglasses
0900490,Other
0900510,Binoculars
0900580,Other instruments
0900590,Parts and accessories (including mountings)
0900610,Cameras of a kind used for preparing printing plates or cylinders
0900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes"
0900640,Instant print cameras
0900651,"With a through-the-lens viewfinder (single lens reflex (SLR)), for roll film of a width not exceeding 35 mm"
0900652,"Other, for roll film of a width less than 35 mm"
0900653,"Other, for roll film of a width of 35 mm"
0900659,Other
0900661,Discharge lamp ('electronic') flashlight apparatus
0900669,Other
0900691,For cameras
0900699,Other
0900710,Cameras
0900720,Projectors
0900791,For cameras
0900792,For projectors
0900850,"Projectors, enlargers and reducers"
0900890,Parts and accessories
0901010,Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper
0901050,Other apparatus and equipment for photographic (incl. cinematographic) laboratories; negatoscopes
0901060,Projection screens
0901090,Parts and accessories
0901110,Stereoscopic microscopes
0901120,"Other microscopes, for photomicrography, cinephotomicrography or microprojection"
0901180,Other microscopes
0901190,Parts and accessories
0901210,Microscopes other than optical microscopes; diffraction apparatus
0901290,Parts and accessories
0901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter Section 16"
0901320,"Lasers, other than laser diodes"
0901380,"Other devices, appliances and instruments"
